"Nordamerika","der Vereinigten Staaten von Amerika","Washington D.C.","NULL","1. Präsident","District of Columbia","[2012, 11, 23, 13, 50]","0","1","0"
"Nordamerika","Mexikos","Mexiko-Stadt","Mexico-City","Mit Bindestrich",,"[2012, 11, 23, 13, 50]","0","1","0"
"Nordamerika","von Belize","Belmopan","NULL","Belmondo",,"[2012, 11, 23, 13, 50]","1","1","1"
"Nordamerika","von Costa Rica","San José","NULL",,,"[2012, 11, 23, 13, 50]","1","1","1"
"Nordamerika","El Salvadors","San Salvador","NULL",,,"[2012, 11, 23, 13, 50]","1","1","2"
"Nordamerika","Guatemalas","Guatemala-Stadt","Guatemala-City","...-Stadt",,"[2012, 11, 23, 13, 50]","1","1","2"
"Nordamerika","Honduras","Tegucigalpa","NULL",,,"[2012, 11, 23, 13, 50]","0","1","3"
"Nordamerika","Nicaraguas","Managua","NULL",,,"[2012, 11, 23, 13, 51]","1","1","3"
"Nordamerika","Panamas","Panama-Stadt","Panama-City","...-Stadt",,"[2012, 11, 23, 13, 51]","1","1","4"
"Karibik","von Antigua und Barbuda","Saint John's","St. John's","Achtung Apostroph",,"[2012, 11, 23, 13, 51]","0","1","4"
"Nordamerika","Kanadas","Ottawa","NULL","O.....",,"[2012, 11, 23, 13, 46]","1","0","0"
"Karibik","Bahamas","Nassau","NULL",,,"[2012, 11, 23, 13, 51]","1","1","5"
"Karibik","Barbados","Bridgetown","NULL","Der Brückenkopf in die Karibik",,"[0, 0, 0, 0, 0]","0","0","0"
"Karibik","Kubas","Havanna","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Karibik","Dominicas","Roseau","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Karibik","der Dominikanische Republik","Santo Domingo","St. Domingo",,,"[0, 0, 0, 0, 0]","0","0","0"
"Karibik","Grenadas","St. George's","NULL","Achtung Apostroph",,"[0, 0, 0, 0, 0]","0","0","0"
"Karibik","Haitis","Port-au-Prince","NULL","Hört sich französisch an...",,"[0, 0, 0, 0, 0]","0","0","0"
"Karibik","Jamaikas","Kingston","NULL","Schreibfehler?",,"[0, 0, 0, 0, 0]","0","0","0"
"Karibik","St. Kitts und Nevis","Basseterre","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Karibik","St. Lucias","Castries","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Karibik","St. Vincents und den Grenadinen","Kingstown","NULL","Die schreiben es richtig!","Wie bei Jamaika...","[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Argentiniens","Buenos Aires","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Boliviens","Sucre","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Brasiliens","Brasilia","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Chiles","Santiago de Chile","NULL","... de Chile",,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Ecuadors","Quito","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Guyanas","Georgetown","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Kolumbiens","Bogota","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Paraguays","Asuncion","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Perus","Lima","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Surinams","Paramaribo","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","von Trinidad und Tobago","Port-of-Spain","NULL","Gehörten die mal zu Spanien?",,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Uruguays","Montevideo","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Venezuelas","Caracas","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Belgiens","Brüssel","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Bulgariens","Sofia","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Dänemarks","Kopenhagen","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Deutschlands","Berlin","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Estlands","Tallinn","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Finnlands","Helsinki","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Frankreichs","Paris","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Griechenlands","Athen","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Irlands","Dublin","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Italiens","Rom","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Lettlands","Riga","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","von Litauen","Vilnius","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Luxemburgs","Luxemburg","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Maltas","Valletta","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","der Niederlanden","Amsterdam","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Österreichs","Wien","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Polens","Warschau","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Portugals","Lissabon","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Rumäniens","Bukarest","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Schwedens","Stockholm","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","der Slowakei","Bratislava","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Sloweniens","Ljubljana","Laibach",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Spaniens","Madrid","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Tschechiens","Prag","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","von Ungarn","Budapest","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","des Vereinigten Königreichs","London","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Albaniens","Tirana","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Andorras","Andorra la Vella","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","von Bosnien und Herzegonwina","Sarajevo","Sarajewo",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Islands","Reykjavik","NULL","y-j-i",,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Kroatiens","Zagreb","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Liechtensteins","Vaduz","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Mazedoniens","Skopje","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Moldawiens","Chisinau","Kischiniew",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Monacos","Monaco","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Montenegros","Podgorica","Podgoriza",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Norwegens","Oslo","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Russlands","Moskau","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","San Marinos","San Marino","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","der Schweiz","Bern","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Serbiens","Belgrad","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","der Türkei","Ankara","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","der Ukraine","Kiew","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","der Vatikanstadt","Vatikanstadt","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Weissrussland","Minsk","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","des Kosovo","Pristina","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Ägyptens","Kairo","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Algeriens","Algier","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Angolas","Luanda","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Äquatorialguineas","Malabo","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Äthiopiens","Addis Abeba","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Benins","Porto Novo","NULL","Cotonou ist Regierungssitz",,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Botswanas","Gabarone","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","von Burkina Faso","Ouagadougou","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Burundis","Bujumbura","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Dschibutis","Dschibuti","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","der Elfenbeinküste","Yamaoussoukro","NULL","Abidjan ist Regierungssitz",,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Eritreas","Asmara","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Gabuns","Libreville","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Gambias","Banjul","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Ghanas","Accra","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Guineas","Conakry","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Guinea-Bissau","Bissau","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Kameruns","Yaounde","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Kap Verdes","Praia","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Kenias","Nairobi","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","der Komoren","Moroni","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","der Demokratischen Republik Kongo","Kinshasa","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","der Republik Kongo","Brazzaville","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Lesothos","Maseru","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Liberias","Monrovia","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Libyens","Tripoilis","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Madagaskars","Antananarivo","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Malawis","Lilongwe","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Malis","Bamako","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Mauretaniens","Nouakchott","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Mauritius","Port Louis","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","von Mosambik","Maputo","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Namibias","Windhoek","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Nigers","Niamey","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Ruandas","Kigali","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Sambias","Lusaka","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","von Sao Tome und Principe","Sao Tome","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Senegals","Dakar","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","der Seychellen","Victoria","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","von Sierra Leone","Freetown","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Simbabwes","Harare","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Somalias","Mogadischu","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Südafrikas","Pretoria","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","des Sudan","Khartum","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","des Südsudan","Juba","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Swasilands","Mbabane","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Tansanias","Dodoma","NULL",,"Daressalam ist Regierungssitz","[0, 0, 0, 0, 0]","0","0","0"
"Afrika","von Togo","Lome","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","des Tschad","N'Djamena","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Tunesiens","Tunis","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","Ugandas","Kampala","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Afrika","der Zentralafrikanischen Republik","Bangui","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
